ProcessLevel	Left_out_processName	ProcessID	ProcessName	Original_process_size	Process_size_after_left_out	New_symbols_count	New_symbols_count_divided_by_original_process_size	New_symbols_rank_increase	New_symbols_rank_increase_divided_by_original_process_size
3	Adrenergic receptor signaling	MBC:0000274	Dopamine-mediated control of postsynaptic potential	21	21	0	0	3	0.1428571
3	Adrenergic receptor signaling	MBC:0000332	Gastrin-releasing peptide receptor signaling	5	6	1	0.2	1	0.2
3	Adrenergic receptor signaling	MBC:0000347	G-protein coupled receptor signaling pathway	31	32	1	0.03225806	33.5	1.080645
3	Adrenergic receptor signaling	MBC:0000458	Mitochondrial uncoupling by mitochondrial anion carrier proteins	36	38	2	0.05555556	19.5	0.5416667
3	Adrenergic receptor signaling	MBC:0000467	Muscarinic receptor signaling	25	25	0	0	6	0.24
3	Adrenergic receptor signaling	MBC:0000535	Prostacycline receptor signaling	6	6	0	0	1	0.1666667
3	Adrenergic receptor signaling	MBC:0000562	Rank signaling	36	37	1	0.02777778	10.5	0.2916667
3	Adrenocorticotropic hormone receptor signaling	MBC:0000333	Ghrelin receptor signaling	11	11	0	0	4.5	0.4090909
3	Adrenocorticotropic hormone receptor signaling	MBC:0000336	Glucocorticoid and Mineralocorticoid synthesis	6	8	2	0.3333333	5.5	0.9166667
3	Aggrecan synthesis	MBC:0000248	Collagen fiber crosslinking	10	11	1	0.1	6	0.6
3	Aggrecan synthesis	MBC:0000300	Extracellular matrix breakdown by adamalysins	34	34	1	0.02941176	34	1
3	Aggrecan synthesis	MBC:0000529	Procollagen cleavage into collagen	11	12	1	0.09090909	9	0.8181818
3	Albumin mediated blood protein transport	MBC:0000372	Immunglobulin dynamics	1	2	1	1	1	1
3	Alternative complement pathway	MBC:0000165	Adherens junction organization	47	48	1	0.0212766	30	0.6382979
3	Alternative complement pathway	MBC:0000241	Classical complement pathway	17	23	3	0.1764706	18.5	1.088235
3	Alternative complement pathway	MBC:0000280	Endogenous control of complement activity	19	21	2	0.1052632	21.5	1.131579
3	Alternative complement pathway	MBC:0000290	Erythropoietin receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Alternative complement pathway	MBC:0000308	Fatty acid elongation	14	15	1	0.07142857	3	0.2142857
3	Alternative complement pathway	MBC:0000316	Fibronectin synthesis	17	18	1	0.05882353	14	0.8235294
3	Alternative complement pathway	MBC:0000318	Filopodium organization	36	36	1	0.02777778	8	0.2222222
3	Alternative complement pathway	MBC:0000319	Focal adhesion organization	61	62	1	0.01639344	42	0.6885246
3	Alternative end joining DSB repair	MBC:0000189	Base excision repair	39	41	1	0.02564103	1	0.02564103
3	Alternative end joining DSB repair	MBC:0000240	Class switch recombination	42	43	1	0.02380952	1.5	0.03571429
3	Alternative end joining DSB repair	MBC:0000367	Homologous recombination DSB repair	55	55	0	0	2	0.03636364
3	Alternative end joining DSB repair	MBC:0000383	Integrin-mediated leukocyte rolling	16	17	1	0.0625	8	0.5
3	Alternative end joining DSB repair	MBC:0000485	Non-homologous end joining DSB repair	22	26	3	0.1363636	24.5	1.113636
3	Alternative end joining DSB repair	MBC:0000656	VDJ recombination	14	14	0	0	3	0.2142857
3	Amination of alpha-keto acids and deamination of amino acids	MBC:0000174	Amyloid plaque organization	18	19	1	0.05555556	10.5	0.5833333
3	Amination of alpha-keto acids and deamination of amino acids	MBC:0000248	Collagen fiber crosslinking	10	10	0	0	0.5	0.05
3	Amyloid plaque organization	MBC:0000161	Actin polymerization	92	93	1	0.01086957	49.5	0.5380435
3	Amyloid plaque organization	MBC:0000175	Amyloid precursor protein cleavage	33	36	2	0.06060606	57	1.727273
3	Amyloid plaque organization	MBC:0000432	Macroautophagy	26	26	0	0	0.5	0.01923077
3	Amyloid plaque organization	MBC:0000470	Natriuretic peptide receptor signaling	28	28	0	0	4.5	0.1607143
3	Amyloid plaque organization	MBC:0000562	Rank signaling	36	36	0	0	1	0.02777778
3	Amyloid plaque organization	MBC:0000589	Semaphorin signaling	51	51	0	0	1.5	0.02941176
3	Amyloid precursor protein cleavage	MBC:0000174	Amyloid plaque organization	18	23	4	0.2222222	30.5	1.694444
3	Amyloid precursor protein cleavage	MBC:0000200	Bone morphogenetic protein receptor signaling	42	42	0	0	0.5	0.01190476
3	Amyloid precursor protein cleavage	MBC:0000375	Inhibition of amyloid aggregation, amyloid degradation and uptake	7	8	1	0.1428571	3	0.4285714
3	Amyloid precursor protein cleavage	MBC:0000377	Inhibition of matrix metalloproteinase and adamalysin activity	5	6	1	0.2	1	0.2
3	Amyloid precursor protein cleavage	MBC:0000419	Leukocyte transmigration through endothelial cells	11	12	1	0.09090909	6.5	0.5909091
3	Amyloid precursor protein cleavage	MBC:0000429	Lysosomal glycoprotein degradation	67	68	1	0.01492537	15.5	0.2313433
3	Amyloid precursor protein cleavage	MBC:0000491	Notch receptor signaling	31	34	3	0.09677419	67.5	2.177419
3	Amyloid precursor protein cleavage	MBC:0000607	Syndecan ectodomain shedding	7	8	1	0.1428571	1	0.1428571
3	Anchoring of nuclear membrane to cytoskeleton	MBC:0000420	Linkage of nucleoskeleton and cytoskeleton	8	11	3	0.375	17.5	2.1875
3	Androgen receptor signaling	MBC:0000160	Actin filament severing and depolymerization	20	21	1	0.05	1	0.05
3	Androgen receptor signaling	MBC:0000318	Filopodium organization	36	36	1	0.02777778	27.5	0.7638889
3	Androgen receptor signaling	MBC:0000337	Glucocorticoid receptor signaling	21	22	1	0.04761905	16.5	0.7857143
3	Androgen synthesis	MBC:0000292	Estrogen synthesis	8	10	2	0.25	5	0.625
3	Androgen synthesis	MBC:0000421	Lipid droplet biogenesis	19	19	0	0	4	0.2105263
3	Androgen synthesis	MBC:0000425	Lipogenesis	12	13	1	0.08333334	6	0.5
3	Androgen synthesis	MBC:0000531	Progestagen synthesis	10	10	0	0	3.5	0.35
3	Angiotensin receptor signaling	MBC:0000201	Bradykinin receptor signaling	9	10	1	0.1111111	1	0.1111111
3	Angiotensin receptor signaling	MBC:0000286	Epidermal growth factor receptor signaling	33	34	1	0.03030303	11.5	0.3484848
3	Angiotensin receptor signaling	MBC:0000317	Fibulin receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Angiotensin receptor signaling	MBC:0000431	Lysosomal lipid degradation	50	51	1	0.02	28	0.56
3	Angiotensin receptor signaling	MBC:0000435	MAPK signaling pathway	54	54	0	0	0.5	0.009259259
3	Angiotensin receptor signaling	MBC:0000467	Muscarinic receptor signaling	25	25	0	0	12	0.48
3	Angiotensin receptor signaling	MBC:0000470	Natriuretic peptide receptor signaling	28	29	1	0.03571429	13	0.4642857
3	Angiotensin receptor signaling	MBC:0000483	Nodal growth differentiation factor receptor signaling	56	57	1	0.01785714	10.5	0.1875
3	Angiotensin receptor signaling	MBC:0000512	Peroxisome proliferator-activated receptor gamma signaling	30	31	1	0.03333334	8	0.2666667
3	Angiotensin receptor signaling	MBC:0000520	Phospholipase C signaling pathway	5	6	1	0.2	5	1
3	Angiotensin receptor signaling	MBC:0000640	Triacylglycerol hydrolysis and mobilization	35	36	1	0.02857143	7	0.2
3	Anterograde vesicle traffic from ER to Golgi	MBC:0000442	Microtubule assistance of vesicle traffic between Golgi and ER	14	14	0	0	6	0.4285714
3	Anterograde vesicle traffic from ER to Golgi	MBC:0000497	Nuclear pore complex organization	70	71	1	0.01428571	67	0.9571428
3	Anterograde vesicle traffic from ER to Golgi	MBC:0000574	Retrograde vesicle traffic from Golgi to ER	6	15	9	1.5	9	1.5
3	Antidiuretic hormone receptor signaling	MBC:0000164	Adenylyl cyclase signaling pathway	20	21	1	0.05	12.5	0.625
3	Antidiuretic hormone receptor signaling	MBC:0000167	Adrenergic receptor signaling	32	33	1	0.03125	27	0.84375
3	Antidiuretic hormone receptor signaling	MBC:0000426	Luteinizing hormone hormone receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Antidiuretic hormone receptor signaling	MBC:0000656	VDJ recombination	14	15	1	0.07142857	4	0.2857143
3	Antidiuretic hormone receptor signaling	MBC:0000666	Water transmembrane transport	19	21	1	0.05263158	17	0.8947368
3	Antigen presentation via MHC class I molecules	MBC:0000205	Calcium transmembrane transport	31	31	0	0	1	0.03225806
3	Antigen presentation via MHC class I molecules	MBC:0000244	Cleavage of ER signal peptide	5	7	2	0.4	2	0.4
3	Antigen presentation via MHC class I molecules	MBC:0000373	Immunoproteasome organization	11	17	8	0.7272727	41	3.727273
3	Antigen presentation via MHC class I molecules	MBC:0000429	Lysosomal glycoprotein degradation	67	68	1	0.01492537	32.5	0.4850746
3	Antigen presentation via MHC class I molecules	MBC:0000539	Proteasomal core organization	15	15	1	0.06666667	1	0.06666667
3	Antigen presentation via MHC class I molecules	MBC:0000550	Protein N-linked glycosylation in ER	13	15	2	0.1538462	7	0.5384616
3	Antigen presentation via MHC class II molecules	MBC:0000299	Exosome secretion	17	22	5	0.2941177	40	2.352941
3	Apoptosis caspase pathway	MBC:0000185	Apoptosome assembly	8	9	1	0.125	1	0.125
3	Apoptosis caspase pathway	MBC:0000226	Chaperone mediated protein folding in ER	33	33	0	0	3	0.09090909
3	Apoptosis caspase pathway	MBC:0000306	Extrinsic apoptosis pathway	10	10	0	0	0.5	0.05
3	Apoptosis caspase pathway	MBC:0000376	Inhibition of apoptosis	31	32	1	0.03225806	24	0.7741935
3	Apoptosome assembly	MBC:0000184	Apoptosis caspase pathway	11	13	1	0.09090909	4	0.3636364
3	Apoptosome assembly	MBC:0000409	Intrinsic apoptosis pathway	26	27	1	0.03846154	21.5	0.8269231
3	Apoptosome assembly	MBC:0000629	Transcription repression	87	86	1	0.01149425	66.5	0.7643678
3	Apoptosome assembly	MBC:0000668	Z-disc organization	23	23	1	0.04347826	12	0.5217391
3	Apoptotic DNA degradation and nuclear disassembly	MBC:0000270	DNA cleavage	22	24	2	0.09090909	39	1.772727
3	Aspartate and arginine metabolism	MBC:0000179	Angiotensin receptor signaling	15	16	1	0.06666667	3.5	0.2333333
3	Aspartate and arginine metabolism	MBC:0000319	Focal adhesion organization	61	62	1	0.01639344	12	0.1967213
3	Aspartate and arginine metabolism	MBC:0000406	Intestinal absorption and excretion of cholesterol	18	19	1	0.05555556	2	0.1111111
3	Aspartate and arginine metabolism	MBC:0000456	Mitochondrial fusion	23	24	1	0.04347826	1	0.04347826
3	Aspartate and arginine metabolism	MBC:0000509	Pentose phosphate pathway	16	17	1	0.0625	2.5	0.15625
3	Aspartate and arginine metabolism	MBC:0000512	Peroxisome proliferator-activated receptor gamma signaling	30	31	1	0.03333334	24	0.8
3	Aspartate and arginine metabolism	MBC:0000653	Urea cycle	10	10	0	0	0.5	0.05
3	Axonal intermediate filament dynamics	MBC:0000223	Centrosome maturation	19	19	0	0	4.5	0.2368421
3	Axonal intermediate filament dynamics	MBC:0000661	Vimentin-like intermediate filament dynamics	7	8	0	0	2.5	0.3571429
3	Axonal intermediate filament dynamics	MBC:0000667	WNT-Beta-catenin signaling pathway	83	84	1	0.01204819	27	0.3253012
3	Base excision repair	MBC:0000172	Alternative end joining DSB repair	7	8	1	0.1428571	2.5	0.3571429
3	Base excision repair	MBC:0000240	Class switch recombination	42	43	1	0.02380952	37.5	0.8928571
3	Base excision repair	MBC:0000270	DNA cleavage	22	24	2	0.09090909	25	1.136364
3	Base excision repair	MBC:0000367	Homologous recombination DSB repair	55	56	0	0	11	0.2
3	Base excision repair	MBC:0000452	Mismatch repair	20	26	4	0.2	31	1.55
3	Base excision repair	MBC:0000485	Non-homologous end joining DSB repair	22	25	2	0.09090909	9.5	0.4318182
3	Base excision repair	MBC:0000497	Nuclear pore complex organization	70	70	0	0	8	0.1142857
3	Base excision repair	MBC:0000504	Nucleotide excision repair	35	41	5	0.1428571	53	1.514286
3	Base excision repair	MBC:0000579	Ribonucleotide reduction	13	12	1	0.07692308	8.5	0.6538461
3	Base excision repair	MBC:0000630	Transcription termination	32	33	1	0.03125	4	0.125
3	Basement membrane assembly and organization	MBC:0000191	Basement membrane attachment to cell surface	7	7	0	0	1.5	0.2142857
3	Basement membrane assembly and organization	MBC:0000248	Collagen fiber crosslinking	10	11	1	0.1	10	1
3	Basement membrane assembly and organization	MBC:0000262	Cytoplasmic protein folding	3	4	1	0.3333333	1	0.3333333
3	Basement membrane assembly and organization	MBC:0000316	Fibronectin synthesis	17	18	1	0.05882353	6.5	0.3823529
3	Basement membrane assembly and organization	MBC:0000382	Integrin receptor signaling	9	10	1	0.1111111	8.5	0.9444444
3	Basement membrane assembly and organization	MBC:0000506	Osteonectin receptor signaling	15	15	0	0	3	0.2
3	Basement membrane attachment to cell surface	MBC:0000190	Basement membrane assembly and organization	11	12	1	0.09090909	8	0.7272727
3	Basement membrane attachment to cell surface	MBC:0000451	Mineralocorticoid receptor signaling	10	11	1	0.1	2	0.2
3	Betaglycan signaling	MBC:0000200	Bone morphogenetic protein receptor signaling	42	43	1	0.02380952	31	0.7380952
3	Betaglycan signaling	MBC:0000374	Inhibin receptor signaling	13	15	1	0.07692308	6.5	0.5
3	Betaglycan signaling	MBC:0000432	Macroautophagy	26	27	1	0.03846154	18	0.6923077
3	Betaglycan signaling	MBC:0000632	Transforming growth factor beta receptor signaling	8	9	0	0	0.5	0.0625
3	Beta-oxidation	MBC:0000310	Fatty acid transfer between membranes	34	36	1	0.02941176	6	0.1764706
3	Beta-oxidation	MBC:0000458	Mitochondrial uncoupling by mitochondrial anion carrier proteins	36	37	1	0.02777778	10	0.2777778
3	Bicarbonate transmembrane transport	MBC:0000190	Basement membrane assembly and organization	11	12	1	0.09090909	1	0.09090909
3	Bicarbonate transmembrane transport	MBC:0000205	Calcium transmembrane transport	31	34	1	0.03225806	1	0.03225806
3	Bicarbonate transmembrane transport	MBC:0000228	Chloride transmembrane transport	17	29	8	0.4705882	61.5	3.617647
3	Bicarbonate transmembrane transport	MBC:0000287	Epithelial intermediate filament dynamics	16	17	1	0.0625	14.5	0.90625
3	Bicarbonate transmembrane transport	MBC:0000371	Hydrogen transmembrane transport	66	70	3	0.04545455	42	0.6363636
3	Bicarbonate transmembrane transport	MBC:0000379	Inositol metabolism and transport	9	9	0	0	1	0.1111111
3	Bicarbonate transmembrane transport	MBC:0000423	Lipid droplet mitochondria interaction	9	10	1	0.1111111	1	0.1111111
3	Bicarbonate transmembrane transport	MBC:0000537	Prostaglandin E2 receptor signaling	8	9	1	0.125	3	0.375
3	Bicarbonate transmembrane transport	MBC:0000601	Sodium transmembrane transport	53	59	5	0.09433962	27	0.509434
3	Biglycan synthesis	MBC:0000265	Decorin synthesis	1	2	1	1	1	1
3	Bile acid secretion and re-absorbtion	MBC:0000197	Bile acid synthesis from cholesterol	16	20	3	0.1875	23.5	1.46875
3	Bile acid secretion and re-absorbtion	MBC:0000275	Drug and toxin export via multidrug resistance-associated proteins	25	28	1	0.04	22.5	0.9
3	Bile acid secretion and re-absorbtion	MBC:0000406	Intestinal absorption and excretion of cholesterol	18	21	1	0.05555556	12	0.6666667
3	Bile acid synthesis from cholesterol	MBC:0000196	Bile acid secretion and re-absorbtion	14	17	3	0.2142857	19	1.357143
3	Bile acid synthesis from cholesterol	MBC:0000406	Intestinal absorption and excretion of cholesterol	18	20	1	0.05555556	1.5	0.08333334
3	Bilirubin conjugation	MBC:0000338	Glucuronidation	13	13	1	0.07692308	11.5	0.8846154
3	Bilirubin conjugation	MBC:0000606	Sulfonation	10	11	1	0.1	1	0.1
3	Biotin metabolism	MBC:0000364	Histone methylation and demethylation	141	142	1	0.007092198	30	0.212766
3	Bone morphogenetic protein receptor signaling	MBC:0000162	Activin receptor signaling	12	17	3	0.25	7.5	0.625
3	Bone morphogenetic protein receptor signaling	MBC:0000192	Betaglycan signaling	13	15	2	0.1538462	4	0.3076923
3	Bone morphogenetic protein receptor signaling	MBC:0000276	Early endosome dynamics	58	59	1	0.01724138	20	0.3448276
3	Bone morphogenetic protein receptor signaling	MBC:0000296	Eukaryotic kinetochore dynamics	56	57	1	0.01785714	8	0.1428571
3	Bone morphogenetic protein receptor signaling	MBC:0000350	Growth differentiation factor receptor signaling	25	29	4	0.16	32.5	1.3
3	Bone morphogenetic protein receptor signaling	MBC:0000366	Histone ubiquitination and deubiquitination	55	56	1	0.01818182	37	0.6727273
3	Bone morphogenetic protein receptor signaling	MBC:0000374	Inhibin receptor signaling	13	14	1	0.07692308	2	0.1538462
3	Bone morphogenetic protein receptor signaling	MBC:0000466	Multivesicular body dynamics	51	49	1	0.01960784	7	0.1372549
3	Bone morphogenetic protein receptor signaling	MBC:0000483	Nodal growth differentiation factor receptor signaling	56	58	2	0.03571429	95	1.696429
3	Bone morphogenetic protein receptor signaling	MBC:0000486	Nonsense-mediated mRNA decay pathway	18	19	1	0.05555556	3	0.1666667
3	Bone morphogenetic protein receptor signaling	MBC:0000507	Osteopontin receptor signaling	30	33	1	0.03333334	26	0.8666667
3	Bone morphogenetic protein receptor signaling	MBC:0000567	Regulation of iron homeostasis	28	30	0	0	1	0.03571429
3	Bone morphogenetic protein receptor signaling	MBC:0000632	Transforming growth factor beta receptor signaling	8	8	0	0	0.5	0.0625
3	Bone morphogenetic protein receptor signaling	MBC:0000667	WNT-Beta-catenin signaling pathway	83	84	1	0.01204819	11.5	0.1385542
3	Bradykinin receptor signaling	MBC:0000411	Kallidin receptor signaling	1	2	1	1	1	1
3	Bradykinin receptor signaling	MBC:0000429	Lysosomal glycoprotein degradation	67	68	1	0.01492537	15.5	0.2313433
