Integration_group	Center	Dataset_name	Dataset_color	NCBI_official_gene_symbol	Minus_log10_pval_or_adj_pval	Significance_value_type	Log2_fold_change	Fold_change_value_type
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	ATP6V0E1	54.6371731412451	Minus_log10_pvalue	0.500831468714324	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	ITM2B	53.8397138066763	Minus_log10_pvalue	0.40400626448948	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	EMX2	53.8358767570888	Minus_log10_pvalue	0.30096643500653	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	CXCL14	52.6880443084084	Minus_log10_pvalue	0.986155695708112	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	KLF6	52.5030646386923	Minus_log10_pvalue	0.537245568947333	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	PTTG1IP	52.3238731569697	Minus_log10_pvalue	0.25253318198265	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	PCSK1N	50.2786212699829	Minus_log10_pvalue	0.596081936082146	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	LAPTM4A	50.2218826644592	Minus_log10_pvalue	0.3571156150184	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	BSG	49.6378527938722	Minus_log10_pvalue	0.327083204770235	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	PTMA	47.2918233302833	Minus_log10_pvalue	0.338030452237115	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	PTH1R	45.7745146993867	Minus_log10_pvalue	0.328681351812054	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	AHNAK	45.2437866306744	Minus_log10_pvalue	0.279368681408834	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	CD81	45.1558404281501	Minus_log10_pvalue	0.281861494612343	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	LGALS3	43.6363104359843	Minus_log10_pvalue	0.277651201415142	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	NEAT1	42.1698331123388	Minus_log10_pvalue	0.367115991025916	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	APLP2	40.617702317258	Minus_log10_pvalue	0.286475900045656	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	NGFRAP1	38.7981120482326	Minus_log10_pvalue	0.268912036759849	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	HIST1H4C	38.4365379430423	Minus_log10_pvalue	0.328200967098859	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	MRPL33	37.6951928302381	Minus_log10_pvalue	0.297885845252689	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	WSB1	34.6073521844012	Minus_log10_pvalue	0.251317434621162	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	CSTB	34.3975551132147	Minus_log10_pvalue	0.300071351236563	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	CALM2	33.7876236596745	Minus_log10_pvalue	0.277291649966558	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	JUND	33.6022349735196	Minus_log10_pvalue	0.307612173038431	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	PPP1CB	32.0607049554114	Minus_log10_pvalue	0.26328574949008	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	HNRNPH1	31.3021976955753	Minus_log10_pvalue	0.358358689133078	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	CLIC1	30.7770684678728	Minus_log10_pvalue	0.259588752387013	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	TMEM59	27.054952046088	Minus_log10_pvalue	0.278924947542131	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	GNAS	25.7432645995266	Minus_log10_pvalue	0.267617247587275	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	LDHA	23.7978131923687	Minus_log10_pvalue	0.309763807991509	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	HSPB1	20.4306841241367	Minus_log10_pvalue	0.274963569721172	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	SAT1	18.2211490533556	Minus_log10_pvalue	0.260685234537603	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	IER2	10.3432617949397	Minus_log10_pvalue	0.250098930051374	Log_fold_change
Thin_ascending_limb	SC RNASeq	SC RNASeq - ATL	Red	PDK4	5.41108001045776	Minus_log10_pvalue	0.283440719978783	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RP11-693J15.5	∞	Minus_log10_pvalue	0.294970475192878	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	BLK	∞	Minus_log10_pvalue	0.297405870795195	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	SPIB	∞	Minus_log10_pvalue	0.32268837778427	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	BANK1	∞	Minus_log10_pvalue	0.415975225487055	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	LINC00926	∞	Minus_log10_pvalue	0.418224135713895	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	VPREB3	∞	Minus_log10_pvalue	0.464812864350949	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CD79B	∞	Minus_log10_pvalue	0.848478628487705	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	IGJ	∞	Minus_log10_pvalue	0.858182774197209	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	MS4A1	∞	Minus_log10_pvalue	0.944337995430205	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CD79A	∞	Minus_log10_pvalue	1.12496049122177	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	IRF8	249.833770436119	Minus_log10_pvalue	0.514841472314334	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CLECL1	249.656870273517	Minus_log10_pvalue	0.290431243561131	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	SELL	189.818446534323	Minus_log10_pvalue	0.470739281652215	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CD37	148.177290404958	Minus_log10_pvalue	1.24859485647849	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	LTB	137.87965135213	Minus_log10_pvalue	1.04983593793708	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	HLA-DPA1	128.883084833549	Minus_log10_pvalue	0.94043750503129	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	HLA-DQB1	126.265942551823	Minus_log10_pvalue	0.702110439365948	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	MARCH1	125.103568286873	Minus_log10_pvalue	0.312982827814931	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	HLA-DRA	115.009229270531	Minus_log10_pvalue	1.38428787709551	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	HLA-DQA1	112.826860195664	Minus_log10_pvalue	0.623242566237241	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	HLA-DPB1	111.882121432876	Minus_log10_pvalue	0.895864900500398	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	PTPRCAP	105.818501025486	Minus_log10_pvalue	0.668042475480286	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	HLA-DQA2	101.420442087588	Minus_log10_pvalue	0.436091592697105	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CD52	101.15402189895	Minus_log10_pvalue	1.05641063570903	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	POU2F2	97.4340858722342	Minus_log10_pvalue	0.331200059790828	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	NCF1	89.215238718415	Minus_log10_pvalue	0.457003927433707	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	LAPTM5	85.6129264937347	Minus_log10_pvalue	0.82601011502511	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CD74	84.610434450439	Minus_log10_pvalue	1.59299958438302	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	HLA-DRB1	81.3161747891254	Minus_log10_pvalue	0.746921678547085	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CD40	79.403576820345	Minus_log10_pvalue	0.306873320663327	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CXCR4	77.8315495966622	Minus_log10_pvalue	0.971872107045882	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	LIMD2	76.6498876599554	Minus_log10_pvalue	0.570871194844666	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	GPR183	64.93376221786	Minus_log10_pvalue	0.525525530523204	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPS8	64.7933246710861	Minus_log10_pvalue	0.97991054969721	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	BIRC3	61.1568092885422	Minus_log10_pvalue	0.52589651819458	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CD83	60.6857424040866	Minus_log10_pvalue	0.29531351660134	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPS23	58.4258600998316	Minus_log10_pvalue	0.775171891759427	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CYB561A3	57.4048886858341	Minus_log10_pvalue	0.294835577811855	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPS18	56.2021339472568	Minus_log10_pvalue	0.865135822948693	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RAC2	55.2761048365607	Minus_log10_pvalue	0.446248753940307	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPL18A	54.4191495491561	Minus_log10_pvalue	0.855593966004465	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPL13	54.0804495005275	Minus_log10_pvalue	0.768515790477539	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPL18	53.7508407557649	Minus_log10_pvalue	0.754380872936584	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPS27	53.7073192506281	Minus_log10_pvalue	0.903922488426539	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	CORO1A	52.548328485043	Minus_log10_pvalue	0.608786278454182	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	EVI2B	52.0708071127853	Minus_log10_pvalue	0.337619827640788	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPS2	51.4218370080748	Minus_log10_pvalue	0.950005425560711	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPL39	51.1899076706227	Minus_log10_pvalue	0.782694330790845	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	HLA-DMA	51.0733276610073	Minus_log10_pvalue	0.465401557953105	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPL10	50.6956014012264	Minus_log10_pvalue	0.772991455950801	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPS3A	49.1226552142682	Minus_log10_pvalue	0.745040010789607	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPS12	48.518519558388	Minus_log10_pvalue	0.746899623123213	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPS27A	48.2264303489345	Minus_log10_pvalue	0.693915549220504	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPL30	47.9368691571928	Minus_log10_pvalue	0.784032901579562	Log_fold_change
B cells	SC RNASeq	SC RNASeq - B Cell	Red	RPS3	47.7958790448012	Minus_log10_pvalue	0.833896223855428	Log_fold_change
