Integration_group	Center	Dataset_name	Dataset_color	NCBI_official_gene_symbol	Minus_log10_pval_or_adj_pval	Significance_value_type	Log2_fold_change	Fold_change_value_type
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SPP1	114.84138731753	Minus_log10_pvalue	0.672019347408014	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	TACSTD2	114.733173855448	Minus_log10_pvalue	1.36207596749288	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPLP0	113.649573274128	Minus_log10_pvalue	1.16809485431411	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CLDN10	113.256458001594	Minus_log10_pvalue	1.39821975358237	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	MAL	106.15054906114	Minus_log10_pvalue	1.17975451852643	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CSRP2	104.880555630917	Minus_log10_pvalue	1.09682532187155	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	GNB2L1	101.652687244723	Minus_log10_pvalue	1.14928454852964	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	ERMP1	100.052897525506	Minus_log10_pvalue	1.22714106331205	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	ENO1	99.580729058143	Minus_log10_pvalue	1.12763974441123	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL19	99.1893892650297	Minus_log10_pvalue	1.10605738159609	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	TMEM176A	97.4200354030269	Minus_log10_pvalue	1.2511918098871	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	C8ORF4	95.974874024354	Minus_log10_pvalue	0.981447647680415	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	ITM2B	95.6015268841356	Minus_log10_pvalue	0.991122023590191	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS4X	95.2396452306146	Minus_log10_pvalue	1.18632928931359	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS2	94.4431735655095	Minus_log10_pvalue	1.10401172798963	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	TMPRSS4	93.2361276808973	Minus_log10_pvalue	1.0032036366557	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL15	91.0818561065903	Minus_log10_pvalue	1.13962163971391	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CP	89.7787776615041	Minus_log10_pvalue	0.963863659794077	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL10	84.4524570914448	Minus_log10_pvalue	1.14304665846659	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS5	82.8197102738274	Minus_log10_pvalue	1.16811577078663	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	BTF3	81.496925659748	Minus_log10_pvalue	1.17536551997234	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CYSTM1	80.8265529227568	Minus_log10_pvalue	1.12955614778321	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	H3F3B	80.0068819196899	Minus_log10_pvalue	0.979267811485347	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	FTH1	79.9314970708998	Minus_log10_pvalue	1.02608475292096	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL5	79.604643442122	Minus_log10_pvalue	1.09291579833003	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PEBP1	79.3784518936266	Minus_log10_pvalue	1.06689275502033	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	IGFBP7	79.0270620758257	Minus_log10_pvalue	1.0366656455755	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SIM2	78.2180848012586	Minus_log10_pvalue	1.08538788293245	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	HSP90AA1	76.0869865144976	Minus_log10_pvalue	0.767312526822108	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RARRES2	75.2266376538867	Minus_log10_pvalue	1.17388970201084	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL6	71.7899964053264	Minus_log10_pvalue	0.997138634429783	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	GDF15	69.8921182049709	Minus_log10_pvalue	1.1342881711245	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SERPINA1	69.7527057404702	Minus_log10_pvalue	0.784176526871753	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	HSP90B1	66.8159872507084	Minus_log10_pvalue	0.854376397033692	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	ACTG1	66.3235935572134	Minus_log10_pvalue	1.05829037950179	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL4	65.8038167326971	Minus_log10_pvalue	1.0355669942738	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	KRT7	64.8004960294305	Minus_log10_pvalue	1.05886932151164	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	GALNT9	63.9738820275628	Minus_log10_pvalue	0.764769827968764	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	NPM1	63.5327913871374	Minus_log10_pvalue	0.939717916062073	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SOD3	63.2029337446529	Minus_log10_pvalue	0.71295344395054	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	MYL12A	62.6387586687803	Minus_log10_pvalue	1.01152424670297	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS8	62.2112709485291	Minus_log10_pvalue	0.946783063636395	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	EIF1	62.1333327707869	Minus_log10_pvalue	0.95046022877202	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	FTL	61.3564709875586	Minus_log10_pvalue	0.808307783048234	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS3A	60.85488239624	Minus_log10_pvalue	1.05128346427234	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	MPC2	60.789366726746	Minus_log10_pvalue	1.08425099825547	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	DANCR	58.5502921684703	Minus_log10_pvalue	0.986799033752281	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	TIMP1	57.9907214252862	Minus_log10_pvalue	0.953186763700184	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL10A	56.2538452260643	Minus_log10_pvalue	1.01030723592376	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL13	55.8835829411044	Minus_log10_pvalue	0.778662474617339	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	GAPDH	55.6056003942696	Minus_log10_pvalue	0.897081763971455	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SCCPDH	55.1290010842091	Minus_log10_pvalue	0.942975214164348	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	EPCAM	53.7539982886961	Minus_log10_pvalue	0.878074040121981	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PROX1	53.5034975045293	Minus_log10_pvalue	0.789253212522677	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	LDHA	53.4540272504262	Minus_log10_pvalue	0.90581628255215	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	GPX1	53.4337754565277	Minus_log10_pvalue	0.972196530663352	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	NACA	52.5672059599955	Minus_log10_pvalue	0.942087716007772	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SAT1	51.0550661950989	Minus_log10_pvalue	0.770194459178895	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	ANXA2	50.8778294430922	Minus_log10_pvalue	0.956474825557032	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PPIA	49.7567525246998	Minus_log10_pvalue	0.902343839165018	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	BOC	49.7330245253353	Minus_log10_pvalue	0.765153102487408	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL7A	49.3551847557094	Minus_log10_pvalue	0.923851049276629	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL7	48.9118465547439	Minus_log10_pvalue	0.864117723554393	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CD59	48.7972706272871	Minus_log10_pvalue	0.871871805879129	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PRDX1	48.4193247908871	Minus_log10_pvalue	0.897606864576113	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SOD1	46.7470065349158	Minus_log10_pvalue	0.965093289858795	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	MAL2	45.7279839025856	Minus_log10_pvalue	0.923923029590637	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	IFITM2	45.7170585081375	Minus_log10_pvalue	0.915254453176408	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	B2M	45.4032826096539	Minus_log10_pvalue	0.687740963367958	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	MST1L	45.1209401954949	Minus_log10_pvalue	0.820075105589304	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	TPT1	43.1943477794108	Minus_log10_pvalue	0.799089490277507	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CRNDE	43.0626149401005	Minus_log10_pvalue	0.692399409263174	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	TPM1	42.7353701821917	Minus_log10_pvalue	0.838635344692484	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	S100A6	42.1073857996709	Minus_log10_pvalue	0.686297126979444	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	HINT1	41.6121542112138	Minus_log10_pvalue	0.880124213437828	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PSME1	40.0593798047332	Minus_log10_pvalue	0.967838177168135	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL11	39.7210148113629	Minus_log10_pvalue	0.817267949513656	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PON2	39.2029963998649	Minus_log10_pvalue	0.832914884906844	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	HOXA7	38.0760860518597	Minus_log10_pvalue	0.706849961681143	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PTTG1IP	37.9591556651621	Minus_log10_pvalue	0.862986415629481	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	MYL6	37.5824188553336	Minus_log10_pvalue	0.730722375077147	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PFKFB3	37.554595134899	Minus_log10_pvalue	0.822649081804026	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	IFITM3	37.521208338823	Minus_log10_pvalue	0.739587006151651	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	ARHGAP29	37.2622894928768	Minus_log10_pvalue	0.777708268760423	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS18	36.2949704478644	Minus_log10_pvalue	0.760253820837645	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CYS1	36.1904100182598	Minus_log10_pvalue	0.863230391957537	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	FAM65C	36.1379781645098	Minus_log10_pvalue	0.727350326489241	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SRP14	35.0945997595083	Minus_log10_pvalue	0.853735044257636	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CLU	35.0654824065927	Minus_log10_pvalue	0.796246847544371	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	EIF4A2	35.0052854186435	Minus_log10_pvalue	0.770327763333563	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CBR1	34.9869895871543	Minus_log10_pvalue	0.865220022627255	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	EPHA6	34.8456504727781	Minus_log10_pvalue	0.714645105508767	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CPE	34.3375671518558	Minus_log10_pvalue	0.728321270828191	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	GOLM1	33.9775699370465	Minus_log10_pvalue	0.781175221184463	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	MAOA	33.9489689105391	Minus_log10_pvalue	0.853530315045178	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	APLP2	33.8454395065772	Minus_log10_pvalue	0.751832574461289	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS16	33.8068855329085	Minus_log10_pvalue	0.776000545383141	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CD9	33.4909880674348	Minus_log10_pvalue	0.750132539555595	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL8	33.3283363056247	Minus_log10_pvalue	0.786423576780066	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL13A	33.2961557416959	Minus_log10_pvalue	0.689864917952399	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS11	33.0108242379656	Minus_log10_pvalue	0.794490286066796	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	TMBIM6	32.6252678250629	Minus_log10_pvalue	0.687331648783538	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	TMEM59	32.4703584935109	Minus_log10_pvalue	0.852706950467683	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS27A	31.9758490349208	Minus_log10_pvalue	0.703602414796518	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	S100A10	31.3090664908259	Minus_log10_pvalue	0.666331830080505	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	GSTM3	30.9512709094698	Minus_log10_pvalue	0.832957235872693	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CALM1	30.9067955056521	Minus_log10_pvalue	0.748314985401493	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	TGM2	30.8213160011204	Minus_log10_pvalue	0.800453663922848	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	HSPD1	30.7958610035378	Minus_log10_pvalue	0.559580066517598	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL31	30.3469801755122	Minus_log10_pvalue	0.721382235245201	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SYTL2	29.9757037180484	Minus_log10_pvalue	0.777728227735602	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL14	29.6590644465286	Minus_log10_pvalue	0.7492328274493	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SOD2	29.2129349958257	Minus_log10_pvalue	0.41888185736819	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPSA	28.8287246842225	Minus_log10_pvalue	0.784026882704932	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CLDN3	28.6317182418428	Minus_log10_pvalue	0.626482183697418	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SLC16A5	28.2499385029455	Minus_log10_pvalue	0.789940007429196	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	C12ORF75	28.1415719038215	Minus_log10_pvalue	0.82600576348728	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	UGT2B7	27.7015725102093	Minus_log10_pvalue	0.625708507900571	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RAN	27.1560907257959	Minus_log10_pvalue	0.793713424812467	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CREG1	27.1356971385462	Minus_log10_pvalue	0.742747744457962	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SH3BGRL3	26.9408150259132	Minus_log10_pvalue	0.731687971467961	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CYCS	26.8426028026651	Minus_log10_pvalue	0.743343675851948	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	REEP5	26.7359256455827	Minus_log10_pvalue	0.752650037965584	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	FCGBP	26.7200241916753	Minus_log10_pvalue	0.663035882676155	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PGK1	26.4252999828078	Minus_log10_pvalue	0.750393354569502	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	JTB	26.256248065813	Minus_log10_pvalue	0.738413054428476	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS20	26.0341525513363	Minus_log10_pvalue	0.71307378864679	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RHOA	25.9719662063958	Minus_log10_pvalue	0.820135421491154	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	TFAP2B	25.9408247279334	Minus_log10_pvalue	0.699784563148778	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	NGFRAP1	25.8141110578436	Minus_log10_pvalue	0.75570954139077	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS2P5	25.7769401502802	Minus_log10_pvalue	0.790956857528586	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	XRCC5	25.7005446090353	Minus_log10_pvalue	0.706168197838938	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CHL1	25.4611548758083	Minus_log10_pvalue	0.735250995299928	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS13	25.4457328295989	Minus_log10_pvalue	0.686528360900577	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PRKX	25.2845848759251	Minus_log10_pvalue	0.707660073083115	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	MIR181A2HG	25.1505953413309	Minus_log10_pvalue	0.722502798795822	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	DYNLL1	25.1169152480104	Minus_log10_pvalue	0.70794833181352	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	UBB	25.0526392072442	Minus_log10_pvalue	0.679597755169883	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	NDUFAF3	24.9575508918893	Minus_log10_pvalue	0.756111429762719	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPL18	24.9177664832706	Minus_log10_pvalue	0.676192773626175	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	HS3ST1	24.8772131413369	Minus_log10_pvalue	0.735762050433121	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	SPCS1	24.8191062505651	Minus_log10_pvalue	0.709525316126439	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	IGFBP3	24.6674630249793	Minus_log10_pvalue	0.692886513054697	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS23	24.658949026617	Minus_log10_pvalue	0.658297858288313	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	FHL2	24.570919534857	Minus_log10_pvalue	0.63460848692702	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CIB1	24.5120516087666	Minus_log10_pvalue	0.616802629383437	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	YWHAB	24.1843219569708	Minus_log10_pvalue	0.720913957805953	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPS14	23.9985041335058	Minus_log10_pvalue	0.600962453861621	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	HNRNPA2B1	23.994974089363	Minus_log10_pvalue	0.593553074075703	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RPLP1	23.9058666951562	Minus_log10_pvalue	0.632151459941062	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	H2AFZ	23.58401422712	Minus_log10_pvalue	0.74326515943216	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	CD63	23.421737294023	Minus_log10_pvalue	0.686273520039343	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	PSMB1	23.1433120333239	Minus_log10_pvalue	0.700612576756232	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	ARPC1B	22.9830156710682	Minus_log10_pvalue	0.722137231201391	Log_fold_change
Thin_ascending_limb	SN RNASeq	SN RNASeq - ATL-1	DarkRed	RANBP3L	22.9576447737935	Minus_log10_pvalue	0.652633694933621	Log_fold_change
