Integration_group	Center	Dataset_name	Dataset_color	NCBI_official_gene_symbol	Minus_log10_pval_or_adj_pval	Significance_value_type	Log2_fold_change	Fold_change_value_type
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	REEP3	3.7401791844284	Minus_log10_pvalue	1.28898774704768	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR139	3.71458779635647	Minus_log10_pvalue	2.45382649383722	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC101928944	3.70484012020056	Minus_log10_pvalue	1.81054419349576	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC101927583	3.69974090265415	Minus_log10_pvalue	2.31423319155381	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LYPD8	3.60445653652329	Minus_log10_pvalue	1.76690348309829	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LCE3A	3.60272388445621	Minus_log10_pvalue	1.51653951026422	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CACNB3	3.60210271735062	Minus_log10_pvalue	1.29525943851773	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	YAE1D1	3.59030590362411	Minus_log10_pvalue	2.02896572527218	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	KRT80	3.56737851149878	Minus_log10_pvalue	1.51512389859268	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	TP53TG3D	3.55338882084287	Minus_log10_pvalue	2.73733693622366	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ZFAT-AS1	3.51057071507115	Minus_log10_pvalue	1.80214782258384	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC729930	3.50354457731561	Minus_log10_pvalue	1.78614215211471	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC105616981	3.49535169726585	Minus_log10_pvalue	2.3766178845883	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR4530	3.47737125635843	Minus_log10_pvalue	3.96099400978532	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ELAVL4	3.46589929810571	Minus_log10_pvalue	1.59410078326097	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	DCANP1	3.43731367268348	Minus_log10_pvalue	1.77266650413642	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR4419B	3.38516467321489	Minus_log10_pvalue	2.42466039489306	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	KRT19	3.38398989501142	Minus_log10_pvalue	1.96102554846316	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	VSTM2A	3.36885913296619	Minus_log10_pvalue	2.33067990414597	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR5584	3.36706183671944	Minus_log10_pvalue	1.80751115081141	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	TCERG1L-AS1	3.3417890214336	Minus_log10_pvalue	2.30867931366126	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	BLACAT1	3.30496572205662	Minus_log10_pvalue	1.54974408043498	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC101929378	3.29118529884938	Minus_log10_pvalue	1.65823602832009	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	KRTAP4-1	3.28801767850551	Minus_log10_pvalue	2.09715766329946	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CPT1C	3.2783822936002	Minus_log10_pvalue	1.84693710275069	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	GHRH	3.26920913814359	Minus_log10_pvalue	1.80063488213714	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR3616	3.26496944223742	Minus_log10_pvalue	1.62688062335432	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	OR4E2	3.23822405840115	Minus_log10_pvalue	1.74518054932517	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	OR4C45	3.23423674601172	Minus_log10_pvalue	1.19698347563785	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	SPIRE1	3.22407147153446	Minus_log10_pvalue	0.868133383621987	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LINC00908	3.22093767917155	Minus_log10_pvalue	2.12647285175462	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CXORF65	3.19351548662463	Minus_log10_pvalue	1.91580049812568	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CRYGD	3.19277359539105	Minus_log10_pvalue	1.53895701853261	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	PALM3	3.15725181868824	Minus_log10_pvalue	1.10714509173538	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LINC00469	3.15479776971113	Minus_log10_pvalue	2.58639898528707	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ATP13A4-AS1	3.13396970511018	Minus_log10_pvalue	1.64879320066151	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	PRAMEF6	3.13163360310992	Minus_log10_pvalue	1.81106240649478	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	SPRR1A	3.12709002504438	Minus_log10_pvalue	1.79768490845437	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	APH1A	3.12665566308616	Minus_log10_pvalue	1.15298471980405	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC102724094	3.11785075618546	Minus_log10_pvalue	1.7882752141819	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CLDN23	3.1153724063168	Minus_log10_pvalue	2.90321499738469	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC101928844	3.11320179243193	Minus_log10_pvalue	1.89036087053973	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	KIAA1804	3.11062570792983	Minus_log10_pvalue	1.37217163273854	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	PLA2G5	3.10920934299904	Minus_log10_pvalue	1.50949439207367	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC101927142	3.10387749951666	Minus_log10_pvalue	2.46321938801878	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	NCAM1-AS1	3.10282337076806	Minus_log10_pvalue	1.83865825124211	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	OGDH	3.08586255789102	Minus_log10_pvalue	0.793002295016379	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LSM2	3.06959378038633	Minus_log10_pvalue	2.07539375577423	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR6722	3.05851767542132	Minus_log10_pvalue	2.45827452232518	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	SPTBN2	3.05631529067817	Minus_log10_pvalue	1.86509357258575	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	SLC18A2	3.03797413996229	Minus_log10_pvalue	2.24041449323154	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CXXC1P1	3.03711575038508	Minus_log10_pvalue	1.68315123545215	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ACVR1B	3.03323491228358	Minus_log10_pvalue	0.848652246129453	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	TBC1D22A-AS1	3.03190979623047	Minus_log10_pvalue	1.93650514813369	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	IQCF5-AS1	3.0317900004829	Minus_log10_pvalue	1.47318665342546	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ARRDC5	3.0270917820203	Minus_log10_pvalue	1.54651985507169	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	OR52B6	3.01559102081019	Minus_log10_pvalue	1.81442772445598	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	FAM45B	3.01057114556394	Minus_log10_pvalue	2.19028850837984	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR6731	2.9940330457552	Minus_log10_pvalue	1.93785798184929	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	FERD3L	2.9899088730748	Minus_log10_pvalue	2.13133200009231	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LINC00682	2.98674182309167	Minus_log10_pvalue	1.70817106116022	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	TRIM64B	2.97762923180421	Minus_log10_pvalue	2.39745318700584	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	APOA1	2.96280575575126	Minus_log10_pvalue	2.14329897922102	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ZNF546	2.96024403143057	Minus_log10_pvalue	1.07182872580572	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ARMC7	2.92984644473107	Minus_log10_pvalue	1.20220756958901	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CXCL5	2.92926946071277	Minus_log10_pvalue	2.35313957641949	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	PSG1	2.91950999041634	Minus_log10_pvalue	1.52135147316528	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	PCDHGA3	2.90982568958706	Minus_log10_pvalue	1.56683164499862	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CXCL13	2.90830201828099	Minus_log10_pvalue	1.91242143037215	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CXCR5	2.90720675961846	Minus_log10_pvalue	2.03122475649602	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC102723439	2.90272491654374	Minus_log10_pvalue	2.0192845099903	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	SHCBP1	2.89460044131037	Minus_log10_pvalue	1.29218401015334	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	SNORD115-26	2.8944167531394	Minus_log10_pvalue	3.00478279642665	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	SPATA31A3	2.88765073150366	Minus_log10_pvalue	1.60102506076085	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	IGFL4	2.88714304245482	Minus_log10_pvalue	2.13212322355285	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ARMC2-AS1	2.87101564491036	Minus_log10_pvalue	1.70392130805691	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	OR4A15	2.86965600686425	Minus_log10_pvalue	1.60566382064966	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ROPN1L-AS1	2.86076569029883	Minus_log10_pvalue	2.49780358537024	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CYP4F8	2.85474595273008	Minus_log10_pvalue	1.752586321499	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ADTRP	2.84761366895233	Minus_log10_pvalue	1.48175062535294	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC100130451	2.84749922095667	Minus_log10_pvalue	1.99941626728398	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	DDX11L16	2.84583833821226	Minus_log10_pvalue	2.54379979789149	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	OR52B2	2.84217386260411	Minus_log10_pvalue	2.4471998065403	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR4260	2.83865798852844	Minus_log10_pvalue	1.36041933895293	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LINC00570	2.83424620963757	Minus_log10_pvalue	2.21354869239503	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	UQCC3	2.83060823747547	Minus_log10_pvalue	1.52676188851703	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	AIM1L	2.8263292341362	Minus_log10_pvalue	1.55112171512657	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	PPP1R3D	2.8237606210035	Minus_log10_pvalue	1.43593364467498	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	KLF5	2.82264666357241	Minus_log10_pvalue	1.20688970802426	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ZCCHC13	2.81796303210338	Minus_log10_pvalue	1.87027343365338	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	C9ORF62	2.81518896706707	Minus_log10_pvalue	2.25837436682368	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	HMX1	2.81001520438639	Minus_log10_pvalue	2.84906718870649	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	FOLR1	2.80905567090587	Minus_log10_pvalue	1.00159180056232	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR8089	2.79997166419648	Minus_log10_pvalue	2.62105727755355	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR6877	2.79795803631154	Minus_log10_pvalue	1.12501017065042	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	AP1G2	2.79729944179375	Minus_log10_pvalue	0.747096095304741	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	GYPA	2.79349076800316	Minus_log10_pvalue	1.47571494818438	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	FAM209B	2.79259146996412	Minus_log10_pvalue	2.38486408063552	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	AIM1	2.7828037048838	Minus_log10_pvalue	0.952700909331032	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC79160	2.78105460690648	Minus_log10_pvalue	2.00759403864943	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LINC00552	2.77734193674531	Minus_log10_pvalue	1.51361645974872	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC101928168	2.77727423561938	Minus_log10_pvalue	2.05513629547376	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	GUCY2D	2.77679566755388	Minus_log10_pvalue	1.38738295142562	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	IL17B	2.77292424968931	Minus_log10_pvalue	1.47847113145767	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	KRT26	2.76984636518127	Minus_log10_pvalue	1.99775253821982	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	FOXP4-AS1	2.76838202339542	Minus_log10_pvalue	1.47108700409443	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	RNF214	2.76805638312251	Minus_log10_pvalue	0.825676653180037	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	SPATA8	2.76667714534661	Minus_log10_pvalue	1.88742419353005	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	NKIRAS1	2.76461181288283	Minus_log10_pvalue	1.59265876881789	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MRGPRE	2.76299615907837	Minus_log10_pvalue	2.3324443653094	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	P2RY4	2.76040265958752	Minus_log10_pvalue	2.28344665545707	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CDC26	2.75934113104519	Minus_log10_pvalue	1.62239614111776	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	C1ORF61	2.75754571147327	Minus_log10_pvalue	1.6590869631009	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	WFDC12	2.7521701725646	Minus_log10_pvalue	1.58388853417078	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	ATG13	2.75165981275347	Minus_log10_pvalue	1.08682826093946	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC101927730	2.7509849904034	Minus_log10_pvalue	1.82496424608176	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	PROKR1	2.75067662460946	Minus_log10_pvalue	2.78219754767013	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LINC00260	2.74703869971338	Minus_log10_pvalue	1.5342504332166	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	TH2LCRR	2.74630229999445	Minus_log10_pvalue	2.68699355630998	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	NUTM1	2.73581966994463	Minus_log10_pvalue	1.47363714434846	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LINC00588	2.73555892078734	Minus_log10_pvalue	2.31590430727058	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CD3EAP	2.73251325451908	Minus_log10_pvalue	1.04066242409908	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	B3GNT6	2.73075140545736	Minus_log10_pvalue	2.08364170270155	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	TMEM51	2.73047821938231	Minus_log10_pvalue	1.09418985243235	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	KRT13	2.72741842998623	Minus_log10_pvalue	1.50587574858428	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	RAX	2.7256200322611	Minus_log10_pvalue	2.01442847884541	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	C3ORF22	2.71720669786507	Minus_log10_pvalue	1.96898674802377	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	FLJ31104	2.71542127351528	Minus_log10_pvalue	1.90552203468063	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC100506834	2.71249741690425	Minus_log10_pvalue	1.73305061372153	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LINC00623	2.71159602616946	Minus_log10_pvalue	1.50816382724901	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	SRPR	2.70825178731694	Minus_log10_pvalue	0.642272997992281	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	RHPN1-AS1	2.70261781257819	Minus_log10_pvalue	1.68659506254563	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MIR1292	2.69869330535051	Minus_log10_pvalue	2.71621855126532	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	OR2B11	2.6973950975839	Minus_log10_pvalue	1.99360158218831	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	PLAUR	2.69584495410994	Minus_log10_pvalue	1.42830894420309	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LINC01487	2.68962489028587	Minus_log10_pvalue	1.32699004244035	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	FOXA1	2.68330046074808	Minus_log10_pvalue	1.81277607653741	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	KRT5	2.67805536822856	Minus_log10_pvalue	1.58985097505478	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	CLDN7	2.67511852800207	Minus_log10_pvalue	1.49514540015199	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	SLC9A4	2.67459049319444	Minus_log10_pvalue	1.29849399362597	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LINC01502	2.67327639437428	Minus_log10_pvalue	1.97109209419423	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MYH10	2.66975245434257	Minus_log10_pvalue	0.837678281296305	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	PIK3CD-AS1	2.66498222753061	Minus_log10_pvalue	1.47914134563137	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	NDUFV2-AS1	2.66287392542815	Minus_log10_pvalue	1.38625625167478	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	EYA4	2.66162479663324	Minus_log10_pvalue	1.20437381957413	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	HIST1H2BF	2.65931236693585	Minus_log10_pvalue	3.10375760506678	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	MRPL4	2.65289109670113	Minus_log10_pvalue	1.25050603763602	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	RAPH1	2.65125662821156	Minus_log10_pvalue	0.929707722498406	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	LOC100506159	2.64831297976524	Minus_log10_pvalue	1.45634732618269	Log2_fold_change
Intercalated cells	LMD RNASeq	LMD RNASeq - CD - IC	Pink	TSR2	2.64669374978702	Minus_log10_pvalue	0.867868687537617	Log2_fold_change
