ProcessLevel	Left_out_processName	ProcessID	ProcessName	Original_process_size	Process_size_after_left_out	New_symbols_count	New_symbols_count_divided_by_original_process_size	New_symbols_rank_increase	New_symbols_rank_increase_divided_by_original_process_size
3	Adherens junction organization	MBC:0000175	Amyloid precursor protein cleavage	33	34	1	0.03030303	28	0.8484849
3	Adherens junction organization	MBC:0000242	Clathrin-mediated endocytosis	42	43	1	0.02380952	4.5	0.1071429
3	Adherens junction organization	MBC:0000256	Corticotropin-releasing hormone receptor signaling	9	10	1	0.1111111	1	0.1111111
3	Adherens junction organization	MBC:0000267	Desmosome organization	39	41	2	0.05128205	38.5	0.9871795
3	Adherens junction organization	MBC:0000281	Endoplasmic reticulum quality control system	64	65	1	0.015625	3	0.046875
3	Adherens junction organization	MBC:0000303	Extracellular matrix breakdown by matrix metalloproteases	27	27	0	0	0.5	0.01851852
3	Adherens junction organization	MBC:0000316	Fibronectin synthesis and extracellular assembly	17	18	1	0.05882353	16	0.9411765
3	Adherens junction organization	MBC:0000318	Filopodium organization	36	36	1	0.02777778	15.5	0.4305556
3	Adherens junction organization	MBC:0000413	Lamellipodium organization	52	53	1	0.01923077	32	0.6153846
3	Adherens junction organization	MBC:0000565	Recycling endosome dynamics	52	53	1	0.01923077	6	0.1153846
3	Adherens junction organization	MBC:0000622	Tight junction organization	64	67	4	0.0625	127	1.984375
3	Adherens junction organization	MBC:0000654	Vascular endothelial growth factor receptor signaling	37	38	1	0.02702703	13	0.3513514
3	Adiponectin receptor signaling	MBC:0000511	Peroxisome proliferator-activated receptor alpha signaling	6	8	2	0.3333333	9	1.5
3	Adiponectin receptor signaling	MBC:0000512	Peroxisome proliferator-activated receptor gamma signaling	30	33	3	0.1	83.5	2.783333
3	Adrenergic receptor signaling	MBC:0000164	Adenylyl cyclase signaling pathway	20	20	0	0	3	0.15
3	Adrenergic receptor signaling	MBC:0000181	Antidiuretic hormone receptor signaling	10	11	1	0.1	3	0.3
3	Adrenergic receptor signaling	MBC:0000274	Dopamine-mediated control of postsynaptic potential	21	21	0	0	3	0.1428571
3	Adrenergic receptor signaling	MBC:0000332	Gastrin-releasing peptide receptor signaling	5	6	1	0.2	1	0.2
3	Adrenergic receptor signaling	MBC:0000347	G-protein coupled receptor signaling pathway	31	32	1	0.03225806	33.5	1.080645
3	Adrenergic receptor signaling	MBC:0000458	Mitochondrial uncoupling by mitochondrial anion carrier proteins	36	38	2	0.05555556	19.5	0.5416667
3	Adrenergic receptor signaling	MBC:0000467	Muscarinic receptor signaling	25	25	0	0	6	0.24
3	Adrenergic receptor signaling	MBC:0000535	Prostacycline receptor signaling	6	6	0	0	1	0.1666667
3	Adrenergic receptor signaling	MBC:0000562	Rank signaling	36	37	1	0.02777778	10.5	0.2916667
3	Adrenocorticotropic hormone receptor signaling	MBC:0000333	Ghrelin receptor signaling	11	11	0	0	4.5	0.4090909
3	Adrenocorticotropic hormone receptor signaling	MBC:0000336	Glucocorticoid and Mineralocorticoid synthesis	6	8	2	0.3333333	5.5	0.9166667
3	Aggrecan synthesis	MBC:0000248	Collagen fiber crosslinking	10	11	1	0.1	6	0.6
3	Aggrecan synthesis	MBC:0000300	Extracellular matrix breakdown and membrane shedding by adamalysins	34	34	1	0.02941176	34	1
3	Aggrecan synthesis	MBC:0000529	Procollagen cleavage into collagen	11	12	1	0.09090909	9	0.8181818
3	Albumin mediated blood protein transport	MBC:0000372	Immunglobulin dynamics	1	2	1	1	1	1
3	Alternative complement pathway	MBC:0000165	Adherens junction organization	47	48	1	0.0212766	30	0.6382979
3	Alternative complement pathway	MBC:0000241	Classical complement pathway	17	23	3	0.1764706	18.5	1.088235
3	Alternative complement pathway	MBC:0000280	Endogenous control of complement activity	19	21	2	0.1052632	21.5	1.131579
3	Alternative complement pathway	MBC:0000290	Erythropoietin receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Alternative complement pathway	MBC:0000308	Fatty acid elongation	14	15	1	0.07142857	3	0.2142857
3	Alternative complement pathway	MBC:0000316	Fibronectin synthesis and extracellular assembly	17	18	1	0.05882353	14	0.8235294
3	Alternative complement pathway	MBC:0000318	Filopodium organization	36	36	1	0.02777778	8	0.2222222
3	Alternative complement pathway	MBC:0000319	Focal adhesion organization	61	62	1	0.01639344	42	0.6885246
3	Alternative end joining DSB repair	MBC:0000189	Base excision repair	39	41	1	0.02564103	1	0.02564103
3	Alternative end joining DSB repair	MBC:0000240	Class switch recombination	42	43	1	0.02380952	1.5	0.03571429
3	Alternative end joining DSB repair	MBC:0000367	Homologous recombination DSB repair	55	55	0	0	2	0.03636364
3	Alternative end joining DSB repair	MBC:0000383	Integrin-mediated leukocyte rolling	16	17	1	0.0625	8	0.5
3	Alternative end joining DSB repair	MBC:0000485	Non-homologous end joining DSB repair	22	26	3	0.1363636	24.5	1.113636
3	Alternative end joining DSB repair	MBC:0000656	VDJ recombination	14	14	0	0	3	0.2142857
3	Amination of alpha-keto acids and deamination of amino acids	MBC:0000174	Amyloid plaque organization	18	19	1	0.05555556	10.5	0.5833333
3	Amination of alpha-keto acids and deamination of amino acids	MBC:0000248	Collagen fiber crosslinking	10	10	0	0	0.5	0.05
2	Ammonium metabolism	MBC:0000092	Metabolism of essential amino acids	30	30	0	0	4	0.1333333
2	Ammonium metabolism	MBC:0000095	Metabolism of non-essential amino acids	43	52	4	0.09302326	104.5	2.430233
2	Amyloid generation and aggregation	MBC:0000036	Autophagy	80	80	0	0	9	0.1125
2	Amyloid generation and aggregation	MBC:0000039	Bombesin receptor signaling	17	18	1	0.05882353	1.5	0.0882353
2	Amyloid generation and aggregation	MBC:0000040	Carbohydrate metabolism and transport	67	67	0	0	12	0.1791045
2	Amyloid generation and aggregation	MBC:0000055	Control of postsynaptic potential	45	45	0	0	2	0.04444445
2	Amyloid generation and aggregation	MBC:0000059	Cytosolic post-translational protein modification	47	48	1	0.0212766	20	0.4255319
2	Amyloid generation and aggregation	MBC:0000070	Epidermal growth factor family signaling	26	27	1	0.03846154	10.5	0.4038461
2	Amyloid generation and aggregation	MBC:0000073	Extracellular matrix breakdown	26	26	0	0	4.5	0.1730769
2	Amyloid generation and aggregation	MBC:0000076	Filopodium and lamellipodium organization	104	105	1	0.009615385	17	0.1634615
2	Amyloid generation and aggregation	MBC:0000079	Glycosaminoglycan metabolism	86	88	2	0.02325581	57	0.6627907
2	Amyloid generation and aggregation	MBC:0000085	Intracellular common signaling cascades of multiple pathways	120	121	1	0.008333334	72	0.6
2	Amyloid generation and aggregation	MBC:0000087	Kinin–kallikrein system	33	34	1	0.03030303	12	0.3636364
2	Amyloid generation and aggregation	MBC:0000096	Metabolism of phenylalanine products	20	21	1	0.05	12	0.6
2	Amyloid generation and aggregation	MBC:0000103	Mitochondrial dynamics	37	37	0	0	2	0.05405406
2	Amyloid generation and aggregation	MBC:0000116	One carbon metabolism	20	21	1	0.05	1	0.05
2	Amyloid generation and aggregation	MBC:0000121	Post-translational protein modification and quality control during biosynthetic-secretory pathway	138	142	3	0.02173913	344	2.492754
2	Amyloid generation and aggregation	MBC:0000122	Post-translational protein modification in Mitochondria	25	27	1	0.04	3	0.12
2	Amyloid generation and aggregation	MBC:0000126	Protein transport across the nuclear membrane	79	80	1	0.01265823	41.5	0.5253165
2	Amyloid generation and aggregation	MBC:0000133	Signaling by extracellular matrix components	43	44	1	0.02325581	1.5	0.03488372
2	Amyloid generation and aggregation	MBC:0000136	Signaling pathways regulating calcium homeostasis	39	40	1	0.02564103	28	0.7179487
2	Amyloid generation and aggregation	MBC:0000140	Signaling pathways that control cell proliferation and differentiation	144	145	1	0.006944444	80	0.5555556
2	Amyloid generation and aggregation	MBC:0000148	Transcription	206	206	0	0	11	0.05339806
2	Amyloid generation and aggregation	MBC:0000151	Triacylglycerol metabolism and transport	41	43	1	0.02439024	20	0.4878049
2	Amyloid generation and aggregation	MBC:0000153	Vesicle exocytosis	99	100	1	0.01010101	15.5	0.1565657
2	Amyloid generation and aggregation	MBC:0000155	Vesicle traffic between TGN and endosomal lysosomal system	24	25	1	0.04166667	2	0.08333334
3	Amyloid plaque organization	MBC:0000161	Actin polymerization	92	93	1	0.01086957	49.5	0.5380435
3	Amyloid plaque organization	MBC:0000175	Amyloid precursor protein cleavage	33	36	2	0.06060606	57	1.727273
3	Amyloid plaque organization	MBC:0000432	Macroautophagy	26	26	0	0	0.5	0.01923077
3	Amyloid plaque organization	MBC:0000470	Natriuretic peptide receptor signaling	28	28	0	0	4.5	0.1607143
3	Amyloid plaque organization	MBC:0000562	Rank signaling	36	36	0	0	1	0.02777778
3	Amyloid plaque organization	MBC:0000589	Semaphorin signaling	51	51	0	0	1.5	0.02941176
3	Amyloid precursor protein cleavage	MBC:0000174	Amyloid plaque organization	18	23	4	0.2222222	30.5	1.694444
3	Amyloid precursor protein cleavage	MBC:0000200	Bone morphogenetic protein receptor signaling	42	42	0	0	0.5	0.01190476
3	Amyloid precursor protein cleavage	MBC:0000375	Inhibition of amyloid aggregation, amyloid degradation and uptake	7	8	1	0.1428571	3	0.4285714
3	Amyloid precursor protein cleavage	MBC:0000377	Inhibition of matrix metalloproteinase and adamalysin activity	5	6	1	0.2	1	0.2
3	Amyloid precursor protein cleavage	MBC:0000419	Leukocyte transmigration through endothelium	11	12	1	0.09090909	6.5	0.5909091
3	Amyloid precursor protein cleavage	MBC:0000429	Lysosomal glycoprotein degradation	67	68	1	0.01492537	15.5	0.2313433
3	Amyloid precursor protein cleavage	MBC:0000491	Notch receptor signaling	31	34	3	0.09677419	67.5	2.177419
3	Amyloid precursor protein cleavage	MBC:0000607	Syndecan ectodomain shedding	7	8	1	0.1428571	1	0.1428571
3	Anchoring of nuclear membrane to cytoskeleton	MBC:0000420	Linkage of nucleoskeleton and cytoskeleton	8	11	3	0.375	17.5	2.1875
3	Androgen receptor signaling	MBC:0000160	Actin filament severing and depolymerization	20	21	1	0.05	1	0.05
3	Androgen receptor signaling	MBC:0000318	Filopodium organization	36	36	1	0.02777778	27.5	0.7638889
3	Androgen receptor signaling	MBC:0000337	Glucocorticoid receptor signaling	21	22	1	0.04761905	16.5	0.7857143
3	Androgen synthesis	MBC:0000292	Estrogen synthesis	8	10	2	0.25	5	0.625
3	Androgen synthesis	MBC:0000421	Lipid droplet biogenesis	19	19	0	0	4	0.2105263
3	Androgen synthesis	MBC:0000425	Lipogenesis	12	13	1	0.08333334	6	0.5
3	Androgen synthesis	MBC:0000531	Progestagen synthesis	10	10	0	0	3.5	0.35
3	Angiotensin receptor signaling	MBC:0000201	Bradykinin receptor signaling	9	10	1	0.1111111	1	0.1111111
3	Angiotensin receptor signaling	MBC:0000286	Epidermal growth factor receptor signaling	33	34	1	0.03030303	11.5	0.3484848
3	Angiotensin receptor signaling	MBC:0000317	Fibulin receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Angiotensin receptor signaling	MBC:0000431	Lysosomal lipid degradation	50	51	1	0.02	28	0.56
3	Angiotensin receptor signaling	MBC:0000435	MAPK signaling pathway	54	54	0	0	0.5	0.009259259
3	Angiotensin receptor signaling	MBC:0000467	Muscarinic receptor signaling	25	25	0	0	12	0.48
3	Angiotensin receptor signaling	MBC:0000470	Natriuretic peptide receptor signaling	28	29	1	0.03571429	13	0.4642857
3	Angiotensin receptor signaling	MBC:0000483	Nodal growth differentiation factor receptor signaling	56	57	1	0.01785714	10.5	0.1875
3	Angiotensin receptor signaling	MBC:0000512	Peroxisome proliferator-activated receptor gamma signaling	30	31	1	0.03333334	8	0.2666667
3	Angiotensin receptor signaling	MBC:0000520	Phospholipase C signaling pathway	5	6	1	0.2	5	1
3	Angiotensin receptor signaling	MBC:0000640	Triacylglycerol hydrolysis and mobilization	35	36	1	0.02857143	7	0.2
3	Anterograde vesicle traffic from ER to Golgi	MBC:0000442	Microtubule assistance of vesicle traffic between Golgi and ER	14	14	0	0	6	0.4285714
3	Anterograde vesicle traffic from ER to Golgi	MBC:0000497	Nuclear pore complex organization	70	71	1	0.01428571	67	0.9571428
3	Anterograde vesicle traffic from ER to Golgi	MBC:0000574	Retrograde vesicle traffic from Golgi to ER	6	15	9	1.5	9	1.5
3	Antidiuretic hormone receptor signaling	MBC:0000164	Adenylyl cyclase signaling pathway	20	21	1	0.05	12.5	0.625
3	Antidiuretic hormone receptor signaling	MBC:0000167	Adrenergic receptor signaling	32	33	1	0.03125	27	0.84375
3	Antidiuretic hormone receptor signaling	MBC:0000426	Luteinizing hormone hormone receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Antidiuretic hormone receptor signaling	MBC:0000656	VDJ recombination	14	15	1	0.07142857	4	0.2857143
3	Antidiuretic hormone receptor signaling	MBC:0000666	Water transmembrane transport	19	21	1	0.05263158	17	0.8947368
2	Antigen presentation	MBC:0000038	Blood protein dynamics	8	14	6	0.75	21	2.625
2	Antigen presentation	MBC:0000047	Cellular response to oxidative stress	51	51	1	0.01960784	23	0.4509804
2	Antigen presentation	MBC:0000048	Cellular response to radiation	67	68	2	0.02985075	49	0.7313433
2	Antigen presentation	MBC:0000059	Cytosolic post-translational protein modification	47	47	0	0	1.5	0.03191489
2	Antigen presentation	MBC:0000067	Endocytic pathway	92	99	3	0.0326087	255	2.771739
2	Antigen presentation	MBC:0000081	Histone modification	183	183	0	0	1.5	0.008196721
2	Antigen presentation	MBC:0000101	Microtubule organization center dynamics	17	23	4	0.2352941	39	2.294118
2	Antigen presentation	MBC:0000117	Pattern recognition signaling	45	46	1	0.02222222	10	0.2222222
2	Antigen presentation	MBC:0000121	Post-translational protein modification and quality control during biosynthetic-secretory pathway	138	150	12	0.08695652	1217	8.818841
2	Antigen presentation	MBC:0000152	Ubiquitin mediated proteasomal degradation	121	125	3	0.02479339	3	0.02479339
2	Antigen presentation	MBC:0000155	Vesicle traffic between TGN and endosomal lysosomal system	24	24	1	0.04166667	2	0.08333334
3	Antigen presentation via MHC class I molecules	MBC:0000205	Calcium transmembrane transport	31	31	0	0	1	0.03225806
3	Antigen presentation via MHC class I molecules	MBC:0000244	Cleavage of ER signal peptide	5	7	2	0.4	2	0.4
3	Antigen presentation via MHC class I molecules	MBC:0000373	Immunoproteasome organization	11	17	8	0.7272727	41	3.727273
3	Antigen presentation via MHC class I molecules	MBC:0000429	Lysosomal glycoprotein degradation	67	68	1	0.01492537	32.5	0.4850746
3	Antigen presentation via MHC class I molecules	MBC:0000539	Proteasomal core organization	15	15	1	0.06666667	1	0.06666667
3	Antigen presentation via MHC class I molecules	MBC:0000550	Protein N-linked glycosylation in ER	13	15	2	0.1538462	7	0.5384616
3	Antigen presentation via MHC class II molecules	MBC:0000299	Exosome secretion	17	22	5	0.2941177	40	2.352941
2	Apoptosis	MBC:0000036	Autophagy	80	83	1	0.0125	21.5	0.26875
2	Apoptosis	MBC:0000037	Basement membrane dynamics	51	51	1	0.01960784	40	0.7843137
2	Apoptosis	MBC:0000040	Carbohydrate metabolism and transport	67	68	1	0.01492537	41	0.6119403
2	Apoptosis	MBC:0000042	Cell-cell adhesion	92	92	0	0	9.5	0.1032609
2	Apoptosis	MBC:0000043	Cell-matrix adhesion	67	67	0	0	0.5	0.007462686
2	Apoptosis	MBC:0000048	Cellular response to radiation	67	68	1	0.01492537	62	0.9253731
2	Apoptosis	MBC:0000049	Centrosome cycle	80	80	0	0	1.5	0.01875
2	Apoptosis	MBC:0000058	Cytosolic intermediate filament and septin dynamics	66	67	1	0.01515152	38	0.5757576
2	Apoptosis	MBC:0000074	Fatty acid metabolism	87	88	1	0.01149425	49	0.5632184
2	Apoptosis	MBC:0000081	Histone modification	183	184	1	0.005464481	80.5	0.4398907
2	Apoptosis	MBC:0000084	Interphase nucleus and nuclear chromatin organization	60	61	1	0.01666667	21	0.35
2	Apoptosis	MBC:0000103	Mitochondrial dynamics	37	37	0	0	1	0.02702703
2	Apoptosis	MBC:0000105	Mitochondrial protein import machinery	31	31	0	0	2.5	0.08064516
2	Apoptosis	MBC:0000108	Mitotic cell cycle checkpoints	40	41	0	0	1	0.025
2	Apoptosis	MBC:0000110	mRNA translation	81	81	0	0	3	0.03703704
2	Apoptosis	MBC:0000111	Myofibril formation and organization	79	65	1	0.01265823	35	0.443038
2	Apoptosis	MBC:0000112	Necroptosis	16	18	5	0.3125	38.5	2.40625
2	Apoptosis	MBC:0000122	Post-translational protein modification in Mitochondria	25	25	0	0	0.5	0.02
2	Apoptosis	MBC:0000130	Ribonucleoprotein biogenesis	166	166	1	0.006024096	136	0.8192771
2	Apoptosis	MBC:0000137	Signaling pathways regulating cardiovascular homeostasis	81	82	1	0.01234568	13.5	0.1666667
2	Apoptosis	MBC:0000140	Signaling pathways that control cell proliferation and differentiation	144	146	0	0	1	0.006944444
2	Apoptosis	MBC:0000142	Steroid and sex hormone signaling	43	43	0	0	0.5	0.01162791
2	Apoptosis	MBC:0000143	Steroid hormone metabolism	77	77	0	0	1	0.01298701
2	Apoptosis	MBC:0000147	TNF superfamily signaling	71	74	2	0.02816901	100.5	1.415493
2	Apoptosis	MBC:0000148	Transcription	206	210	0	0	5	0.02427184
3	Apoptosis caspase pathway	MBC:0000185	Apoptosome assembly	8	9	1	0.125	1	0.125
3	Apoptosis caspase pathway	MBC:0000226	Chaperone mediated protein folding in ER	33	33	0	0	3	0.09090909
3	Apoptosis caspase pathway	MBC:0000306	Extrinsic apoptosis pathway	10	10	0	0	0.5	0.05
